Schengen State,Country where consulate is located,Consulate,ATVs applied, ATVs issued (including multiple),ATVs not issued ,Uniform visas applied for,"uniform visas issued including MEVs
",Multiple entry uniform visas (MEVs) issued,Share of MEVs on total number of uniform visas issued,Total LTVs issued,Uniform visas not issued,Not issued rate for uniform visas,Total ATVs and uniform visas applied for,"Total ATVs and uniform visas issued  (including multiple ATVs, MEVs and LTVs) ",Total ATVs and uniform visas not issued,Not issued rate for ATVs and uniform visas 
Czech Republic,ARMENIA,YEREVAN,0.0,0.0,0.0,3167.0,2635.0,602.0,22.8,1.0,531.0,16.766656141458792,3167.0,2636.0,531.0,16.766656141458792
Czech Republic,AUSTRALIA,SYDNEY,0.0,0.0,0.0,407.0,404.0,148.0,36.6,2.0,1.0,0.2457002457002457,407.0,406.0,1.0,0.2457002457002457
Czech Republic,AUSTRIA,VIENNA,0.0,0.0,0.0,12.0,8.0,6.0,75.0,4.0,0.0,0.0,12.0,12.0,0.0,0.0
Czech Republic,AZERBAIJAN,BAKU,0.0,0.0,0.0,4949.0,4695.0,564.0,12.0,9.0,245.0,4.9504950495049505,4949.0,4695.0,245.0,4.9504950495049505
Czech Republic,BELARUS,MINSK,0.0,0.0,0.0,12749.0,12744.0,6636.0,52.1,0.0,5.0,0.0392187622558632,12749.0,12744.0,5.0,0.0392187622558632
Czech Republic,BELGIUM,BRUSSELS,0.0,0.0,0.0,2.0,2.0,1.0,50.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
Czech Republic,BOSNIA AND HERZEGOVINA,SARAJEVO,0.0,0.0,0.0,105.0,104.0,30.0,28.8,1.0,0.0,0.0,105.0,105.0,0.0,0.0
Czech Republic,BRAZIL,BRASILIA,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0
Czech Republic,BRAZIL,SAO PAULO,0.0,0.0,0.0,21.0,19.0,2.0,10.5,0.0,2.0,9.523809523809524,21.0,19.0,2.0,9.523809523809524
Czech Republic,BULGARIA,SOFIA,0.0,0.0,0.0,144.0,135.0,63.0,46.7,0.0,9.0,6.25,144.0,135.0,9.0,6.25
Czech Republic,CANADA,OTTAWA,0.0,0.0,0.0,92.0,92.0,23.0,25.0,0.0,0.0,0.0,92.0,92.0,0.0,0.0
Czech Republic,CANADA,TORONTO,0.0,0.0,0.0,392.0,391.0,52.0,13.3,0.0,1.0,0.25510204081632654,392.0,391.0,1.0,0.25510204081632654
Czech Republic,CHILE,SANTIAGO DE CHILE,0.0,0.0,0.0,6.0,6.0,1.0,16.7,0.0,0.0,0.0,6.0,6.0,0.0,0.0
Czech Republic,CHINA,BEIJING,0.0,0.0,0.0,67330.0,65229.0,6063.0,9.3,2.0,2099.0,3.1174810634189813,67330.0,65229.0,2099.0,3.1174810634189813
Czech Republic,CHINA,CHENGDU,0.0,0.0,0.0,19268.0,18941.0,1403.0,7.4,1.0,326.0,1.6919244342952044,19268.0,18942.0,326.0,1.6919244342952044
Czech Republic,CHINA,SHANGHAI,0.0,0.0,0.0,35634.0,34715.0,2449.0,7.1,6.0,913.0,2.56215973508447,35634.0,34721.0,913.0,2.56215973508447
Czech Republic,COLOMBIA,BOGOTA,0.0,0.0,0.0,5.0,5.0,3.0,60.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
Czech Republic,CROATIA,ZAGREB,0.0,0.0,0.0,64.0,63.0,37.0,58.7,0.0,1.0,1.5625,64.0,63.0,1.0,1.5625
Czech Republic,CUBA,HAVANA,0.0,0.0,0.0,415.0,336.0,38.0,11.3,0.0,79.0,19.03614457831325,415.0,336.0,79.0,19.03614457831325
Czech Republic,EGYPT,CAIRO,0.0,0.0,0.0,2713.0,2015.0,433.0,21.5,3.0,693.0,25.543678584592698,2713.0,2018.0,693.0,25.543678584592698
Czech Republic,ETHIOPIA,ADDIS ABEBA,0.0,0.0,0.0,236.0,132.0,22.0,16.7,1.0,103.0,43.64406779661017,236.0,133.0,103.0,43.64406779661017
Czech Republic,GEORGIA,TBILISSI,0.0,0.0,0.0,274.0,213.0,20.0,9.4,1.0,60.0,21.897810218978105,274.0,214.0,60.0,21.897810218978105
Czech Republic,GERMANY,BERLIN,0.0,0.0,0.0,11.0,2.0,2.0,100.0,9.0,0.0,0.0,11.0,11.0,0.0,0.0
Czech Republic,GHANA,ACCRA,0.0,0.0,0.0,764.0,362.0,71.0,19.6,6.0,396.0,51.832460732984295,764.0,368.0,396.0,51.832460732984295
Czech Republic,GREECE,ATHENS,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Czech Republic,HONG KONG S.A.R.,HONG KONG,0.0,0.0,0.0,473.0,471.0,66.0,14.0,0.0,2.0,0.42283298097251587,473.0,471.0,2.0,0.42283298097251587
Czech Republic,INDIA,NEW DELHI,0.0,0.0,0.0,26683.0,20449.0,2035.0,10.0,15.0,6219.0,23.306974478132144,26683.0,20449.0,6219.0,23.306974478132144
Czech Republic,INDONESIA,JAKARTA,0.0,0.0,0.0,1628.0,1619.0,303.0,18.7,2.0,7.0,0.42997542997543,1628.0,1619.0,7.0,0.42997542997543
Czech Republic,IRAN,TEHERAN,0.0,0.0,0.0,4237.0,1954.0,261.0,13.4,17.0,2264.0,53.434033514278966,4237.0,1971.0,2264.0,53.434033514278966
Czech Republic,IRAQ,BAGHDAD,0.0,0.0,0.0,398.0,347.0,125.0,36.0,33.0,16.0,4.0201005025125625,398.0,380.0,16.0,4.0201005025125625
Czech Republic,IRAQ,ERBIL,0.0,0.0,0.0,145.0,85.0,24.0,28.2,0.0,60.0,41.37931034482759,145.0,85.0,60.0,41.37931034482759
Czech Republic,IRELAND,DUBLIN,0.0,0.0,0.0,346.0,345.0,95.0,27.5,0.0,1.0,0.2890173410404624,346.0,345.0,1.0,0.2890173410404624
Czech Republic,ISRAEL,TEL AVIV,0.0,0.0,0.0,691.0,662.0,126.0,19.0,0.0,29.0,4.196816208393632,691.0,662.0,29.0,4.196816208393632
Czech Republic,JAPAN,TOKYO,0.0,0.0,0.0,345.0,345.0,31.0,9.0,0.0,0.0,0.0,345.0,345.0,0.0,0.0
Czech Republic,JORDAN,AMMAN,0.0,0.0,0.0,1850.0,1495.0,309.0,20.7,3.0,346.0,18.7027027027027,1850.0,1498.0,346.0,18.7027027027027
Czech Republic,KAZAKHSTAN,ASTANA,0.0,0.0,0.0,16925.0,16554.0,2194.0,13.3,1.0,352.0,2.079763663220089,16925.0,16555.0,352.0,2.079763663220089
Czech Republic,KENYA,NAIROBI,0.0,0.0,0.0,355.0,314.0,87.0,27.7,0.0,41.0,11.549295774647888,355.0,314.0,41.0,11.549295774647888
Czech Republic,KUWAIT,KUWAIT,0.0,0.0,0.0,4821.0,4699.0,4109.0,87.4,1.0,120.0,2.4891101431238334,4821.0,4700.0,120.0,2.4891101431238334
Czech Republic,LEBANON,BEIRUT,0.0,0.0,0.0,5542.0,4814.0,1446.0,30.0,40.0,687.0,12.3962468422952,5542.0,4854.0,687.0,12.3962468422952
Czech Republic,MALAYSIA,KUALA LUMPUR,0.0,0.0,0.0,435.0,244.0,45.0,18.4,1.0,189.0,43.44827586206896,435.0,245.0,189.0,43.44827586206896
Czech Republic,MEXICO,MEXICO CITY,0.0,0.0,0.0,87.0,82.0,6.0,7.3,3.0,2.0,2.2988505747126435,87.0,82.0,2.0,2.2988505747126435
Czech Republic,MOLDOVA,CHISINAU,0.0,0.0,0.0,1629.0,1616.0,29.0,1.8,1.0,12.0,0.7366482504604052,1629.0,1617.0,12.0,0.7366482504604052
Czech Republic,MONGOLIA,ULAN BATOR,0.0,0.0,0.0,2755.0,2301.0,230.0,10.0,0.0,454.0,16.47912885662432,2755.0,2301.0,454.0,16.47912885662432
Czech Republic,MOROCCO,RABAT,0.0,0.0,0.0,628.0,423.0,156.0,36.9,0.0,205.0,32.64331210191082,628.0,423.0,205.0,32.64331210191082
Czech Republic,NIGERIA,ABUJA,0.0,0.0,0.0,556.0,336.0,130.0,38.7,8.0,210.0,37.76978417266187,556.0,344.0,210.0,37.76978417266187
Czech Republic,NORTH KOREA,PYONGYANG,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0
Czech Republic,NORTH MACEDONIA,SKOPJE,0.0,0.0,0.0,1371.0,105.0,75.0,71.4,1073.0,193.0,14.077315827862874,1371.0,1178.0,193.0,14.077315827862874
Czech Republic,PAKISTAN,ISLAMABAD,0.0,0.0,0.0,658.0,248.0,27.0,10.9,3.0,407.0,61.85410334346505,658.0,251.0,407.0,61.85410334346505
Czech Republic,PERU,LIMA,0.0,0.0,0.0,73.0,66.0,9.0,13.6,0.0,7.0,9.58904109589041,73.0,66.0,7.0,9.58904109589041
Czech Republic,PHILIPPINES,MANILA,0.0,0.0,0.0,2663.0,2330.0,399.0,17.1,0.0,333.0,12.504693954187008,2663.0,2330.0,333.0,12.504693954187008
Czech Republic,POLAND,WARSAW,0.0,0.0,0.0,7.0,7.0,3.0,42.9,0.0,0.0,0.0,7.0,7.0,0.0,0.0
Czech Republic,ROMANIA,BUCHAREST,0.0,0.0,0.0,359.0,334.0,23.0,6.9,0.0,25.0,6.963788300835655,359.0,334.0,25.0,6.963788300835655
Czech Republic,RUSSIAN FEDERATION,MOSCOW,0.0,0.0,0.0,209750.0,207360.0,97830.0,47.2,3.0,2386.0,1.1375446960667461,209750.0,207363.0,2386.0,1.1375446960667461
Czech Republic,RUSSIAN FEDERATION,ST. PETERSBURG,0.0,0.0,0.0,10090.0,10063.0,4882.0,48.5,0.0,27.0,0.267591674925669,10090.0,10063.0,27.0,0.267591674925669
Czech Republic,RUSSIAN FEDERATION,YEKATERINBURG,0.0,0.0,0.0,24553.0,24474.0,8437.0,34.5,1.0,78.0,0.3176801205555329,24553.0,24474.0,78.0,0.3176801205555329
Czech Republic,SAUDI ARABIA,RIYADH,0.0,0.0,0.0,13901.0,13248.0,11653.0,88.0,67.0,586.0,4.215524063017049,13901.0,13315.0,586.0,4.215524063017049
Czech Republic,SENEGAL,DAKAR,0.0,0.0,0.0,145.0,66.0,6.0,9.1,2.0,77.0,53.103448275862064,145.0,66.0,77.0,53.103448275862064
Czech Republic,SERBIA,BELGRADE,0.0,0.0,0.0,2099.0,2087.0,1941.0,93.0,1.0,11.0,0.5240590757503573,2099.0,2088.0,11.0,0.5240590757503573
Czech Republic,SLOVAKIA,BRATISLAVA,0.0,0.0,0.0,31.0,31.0,14.0,45.2,0.0,0.0,0.0,31.0,31.0,0.0,0.0
Czech Republic,SOUTH AFRICA,PRETORIA,0.0,0.0,0.0,4102.0,4023.0,2995.0,74.4,1.0,78.0,1.901511457825451,4102.0,4024.0,78.0,1.901511457825451
Czech Republic,SOUTH KOREA,SEOUL,0.0,0.0,0.0,131.0,127.0,5.0,3.9,1.0,3.0,2.2900763358778624,131.0,128.0,3.0,2.2900763358778624
Czech Republic,SPAIN,MADRID,0.0,0.0,0.0,11.0,11.0,10.0,90.9,0.0,0.0,0.0,11.0,11.0,0.0,0.0
Czech Republic,SWEDEN,STOCKHOLM,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Czech Republic,SYRIA,DAMASCUS,0.0,0.0,0.0,119.0,105.0,71.0,67.6,9.0,2.0,1.680672268907563,119.0,114.0,2.0,1.680672268907563
Czech Republic,TAIWAN,TAIPEI,0.0,0.0,0.0,62.0,61.0,9.0,14.8,0.0,1.0,1.6129032258064515,62.0,61.0,1.0,1.6129032258064515
Czech Republic,THAILAND,BANGKOK,0.0,0.0,0.0,10679.0,10568.0,57.0,0.5,0.0,111.0,1.0394231669631988,10679.0,10568.0,111.0,1.0394231669631988
Czech Republic,TUNISIA,TUNIS,0.0,0.0,0.0,973.0,608.0,92.0,15.1,25.0,340.0,34.943473792394656,973.0,608.0,340.0,34.943473792394656
Czech Republic,TURKEY,ANKARA,0.0,0.0,0.0,11479.0,11030.0,6586.0,59.7,2.0,444.0,3.867932746754944,11479.0,11032.0,444.0,3.867932746754944
Czech Republic,TURKEY,ISTANBUL,0.0,0.0,0.0,10313.0,9589.0,848.0,8.8,6.0,718.0,6.962086686706099,10313.0,9595.0,718.0,6.962086686706099
Czech Republic,UKRAINE,KYIV,0.0,0.0,0.0,53212.0,50409.0,1935.0,3.8,2.0,2801.0,5.263850259339999,53212.0,50409.0,2801.0,5.263850259339999
Czech Republic,UKRAINE,LVIV,0.0,0.0,0.0,66796.0,64622.0,992.0,1.5,1.0,2172.0,3.25169171806695,66796.0,64623.0,2172.0,3.25169171806695
Czech Republic,UNITED ARAB EMIRATES,ABU DHABI,0.0,0.0,0.0,10028.0,7809.0,2458.0,31.5,48.0,2165.0,21.589549262066214,10028.0,7857.0,2165.0,21.589549262066214
Czech Republic,UNITED KINGDOM,LONDON,0.0,0.0,0.0,2356.0,2264.0,579.0,25.6,73.0,19.0,0.8064516129032258,2356.0,2337.0,19.0,0.8064516129032258
Czech Republic,USA,"CHICAGO, IL",0.0,0.0,0.0,371.0,371.0,29.0,7.8,0.0,0.0,0.0,371.0,371.0,0.0,0.0
Czech Republic,USA,"LOS ANGELES, CA",0.0,0.0,0.0,503.0,496.0,66.0,13.3,3.0,4.0,0.7952286282306162,503.0,499.0,4.0,0.7952286282306162
Czech Republic,USA,"NEW YORK, NY",0.0,0.0,0.0,780.0,771.0,176.0,22.8,9.0,0.0,0.0,780.0,780.0,0.0,0.0
Czech Republic,USA,"WASHINGTON, DC",0.0,0.0,0.0,505.0,488.0,147.0,30.1,16.0,1.0,0.19801980198019803,505.0,504.0,1.0,0.19801980198019803
Czech Republic,UZBEKISTAN,TASHKENT,0.0,0.0,0.0,2958.0,2371.0,203.0,8.6,11.0,576.0,19.47261663286004,2958.0,2382.0,576.0,19.47261663286004
Czech Republic,VIETNAM,HANOI,0.0,0.0,0.0,1359.0,868.0,14.0,1.6,0.0,491.0,36.12950699043414,1359.0,868.0,491.0,36.12950699043414
Czech Republic,ZAMBIA,LUSAKA,0.0,0.0,0.0,42.0,33.0,11.0,33.3,2.0,7.0,16.666666666666664,42.0,33.0,7.0,16.666666666666664
Denmark,AFGHANISTAN,KABUL,0.0,0.0,0.0,69.0,50.0,3.0,6.0,8.0,2.0,2.898550724637681,69.0,58.0,2.0,2.898550724637681
Denmark,AUSTRALIA,SYDNEY,0.0,0.0,0.0,700.0,674.0,301.0,44.7,19.0,7.0,1.0,700.0,674.0,7.0,1.0
Denmark,AUSTRIA,VIENNA,0.0,0.0,0.0,12.0,10.0,9.0,90.0,2.0,0.0,0.0,12.0,10.0,2.0,16.666666666666664
Denmark,BANGLADESH,DHAKA,0.0,0.0,0.0,1586.0,1324.0,156.0,11.8,9.0,224.0,14.123581336696093,1586.0,1333.0,224.0,14.123581336696093
Denmark,BELGIUM,BRUSSELS,0.0,0.0,0.0,11.0,9.0,1.0,11.1,2.0,0.0,0.0,11.0,9.0,2.0,18.181818181818183
Denmark,BULGARIA,SOFIA,0.0,0.0,0.0,50.0,38.0,30.0,78.9,10.0,2.0,4.0,50.0,38.0,2.0,4.0
Denmark,BURKINA FASO,OUAGADOUGOU,0.0,0.0,0.0,215.0,181.0,60.0,33.1,8.0,26.0,12.093023255813954,215.0,181.0,26.0,12.093023255813954
Denmark,CANADA,OTTAWA,0.0,0.0,0.0,2760.0,2602.0,859.0,33.0,5.0,57.0,2.0652173913043477,2760.0,2607.0,57.0,2.0652173913043477
Denmark,CHINA,BEIJING,1.0,1.0,0.0,13727.0,13150.0,2957.0,22.5,1.0,368.0,2.680847963866832,13728.0,13152.0,368.0,2.6806526806526807
Denmark,CHINA,GUANGZHOU (CANTON),0.0,0.0,0.0,15225.0,14937.0,2009.0,13.4,1.0,210.0,1.3793103448275863,15225.0,14938.0,210.0,1.3793103448275863
Denmark,CHINA,SHANGHAI,0.0,0.0,0.0,17316.0,16487.0,3870.0,23.5,2.0,428.0,2.471702471702472,17316.0,16489.0,428.0,2.471702471702472
Denmark,DENMARK,COPENHAGEN,0.0,0.0,0.0,750.0,720.0,226.0,31.4,2.0,7.0,0.9333333333333335,750.0,722.0,7.0,0.9333333333333335
Denmark,EGYPT,CAIRO,1.0,1.0,0.0,1790.0,1542.0,763.0,49.5,1.0,238.0,13.29608938547486,1791.0,1544.0,238.0,13.288665549972082
Denmark,ETHIOPIA,ADDIS ABEBA,0.0,0.0,0.0,378.0,297.0,97.0,32.7,4.0,70.0,18.51851851851852,378.0,301.0,70.0,18.51851851851852
Denmark,FINLAND,HELSINKI,0.0,0.0,0.0,18.0,15.0,1.0,6.7,3.0,0.0,0.0,18.0,15.0,3.0,16.666666666666664
Denmark,FRANCE,PARIS,0.0,0.0,0.0,23.0,19.0,5.0,26.3,1.0,1.0,4.3478260869565215,23.0,20.0,1.0,4.3478260869565215
Denmark,GERMANY,BERLIN,0.0,0.0,0.0,18.0,17.0,7.0,41.2,1.0,0.0,0.0,18.0,17.0,1.0,5.555555555555555
Denmark,GERMANY,FLENSBURG,0.0,0.0,0.0,21.0,19.0,19.0,100.0,1.0,1.0,4.761904761904762,21.0,19.0,1.0,4.761904761904762
Denmark,GHANA,ACCRA,1.0,0.0,0.0,2705.0,1185.0,531.0,44.8,135.0,1385.0,51.20147874306839,2706.0,1185.0,1385.0,51.18255728011826
Denmark,GREECE,ATHENS,0.0,0.0,0.0,3.0,3.0,1.0,33.3,0.0,0.0,0.0,3.0,3.0,0.0,0.0
Denmark,HUNGARY,BUDAPEST,0.0,0.0,0.0,4.0,2.0,2.0,100.0,1.0,1.0,25.0,4.0,3.0,1.0,25.0
Denmark,ICELAND,REYKJAVIK,0.0,0.0,0.0,88.0,88.0,18.0,20.5,0.0,0.0,0.0,88.0,88.0,0.0,0.0
Denmark,INDIA,NEW DELHI,0.0,0.0,0.0,23275.0,21890.0,18884.0,86.3,1.0,949.0,4.077336197636949,23275.0,21891.0,949.0,4.077336197636949
Denmark,INDONESIA,JAKARTA,5.0,5.0,0.0,4408.0,4369.0,2954.0,67.6,4.0,35.0,0.794010889292196,4413.0,4374.0,35.0,0.7931112621799229
Denmark,IRAN,TEHERAN,0.0,0.0,0.0,2970.0,2012.0,762.0,37.9,33.0,851.0,28.653198653198654,2970.0,2045.0,851.0,28.653198653198654
Denmark,IRELAND,DUBLIN,0.0,0.0,0.0,848.0,820.0,187.0,22.8,27.0,1.0,0.1179245283018868,848.0,820.0,1.0,0.1179245283018868
Denmark,ISRAEL,TEL AVIV,0.0,0.0,0.0,308.0,280.0,58.0,20.7,3.0,31.0,10.064935064935066,308.0,283.0,31.0,10.064935064935066
Denmark,ITALY,ROME,0.0,0.0,0.0,12.0,7.0,6.0,85.7,2.0,3.0,25.0,12.0,9.0,3.0,25.0
Denmark,JAPAN,TOKYO,0.0,0.0,0.0,321.0,321.0,27.0,8.4,-2.0,2.0,0.6230529595015576,321.0,321.0,2.0,0.6230529595015576
Denmark,KENYA,NAIROBI,1.0,1.0,0.0,1660.0,1363.0,306.0,22.5,4.0,203.0,12.228915662650602,1661.0,1368.0,203.0,12.22155328115593
Denmark,LATVIA,RIGA,0.0,0.0,0.0,10.0,7.0,1.0,14.3,1.0,1.0,10.0,10.0,8.0,1.0,10.0
Denmark,LEBANON,BEIRUT,0.0,0.0,0.0,1508.0,1009.0,495.0,49.1,10.0,485.0,32.16180371352785,1508.0,1019.0,485.0,32.16180371352785
Denmark,MALAYSIA,KUALA LUMPUR,1.0,1.0,0.0,440.0,354.0,136.0,38.4,10.0,76.0,17.272727272727273,441.0,355.0,76.0,17.233560090702948
Denmark,MALI,BAMAKO,0.0,0.0,0.0,483.0,300.0,91.0,30.3,1.0,150.0,31.05590062111801,483.0,301.0,150.0,31.05590062111801
Denmark,MEXICO,MEXICO CITY,0.0,0.0,0.0,46.0,45.0,30.0,66.7,1.0,0.0,0.0,46.0,45.0,1.0,2.1739130434782608
Denmark,MOROCCO,RABAT,0.0,0.0,0.0,1971.0,1621.0,684.0,42.2,1.0,296.0,15.017757483510907,1971.0,1622.0,296.0,15.017757483510907
Denmark,NETHERLANDS,THE HAGUE,0.0,0.0,0.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,0.0,0.0
Denmark,NIGERIA,ABUJA,4.0,4.0,0.0,1550.0,663.0,213.0,32.1,2.0,807.0,52.064516129032256,1554.0,669.0,807.0,51.930501930501926
Denmark,NORWAY,OSLO,0.0,0.0,0.0,19.0,18.0,12.0,66.7,1.0,0.0,0.0,19.0,18.0,1.0,5.263157894736842
Denmark,PAKISTAN,ISLAMABAD,0.0,0.0,0.0,2786.0,1311.0,650.0,49.6,4.0,1349.0,48.42067480258435,2786.0,1315.0,1349.0,48.42067480258435
Denmark,PHILIPPINES,MANILA,3.0,2.0,1.0,7078.0,6509.0,5219.0,80.2,3.0,528.0,7.459734388245268,7081.0,6514.0,529.0,7.470696229346138
Denmark,POLAND,WARSAW,0.0,0.0,0.0,3.0,2.0,2.0,100.0,0.0,1.0,33.33333333333333,3.0,2.0,1.0,33.33333333333333
Denmark,PORTUGAL,LISBON,0.0,0.0,0.0,17.0,15.0,14.0,93.3,2.0,0.0,0.0,17.0,15.0,2.0,11.76470588235294
Denmark,ROMANIA,BUCHAREST,0.0,0.0,0.0,30.0,25.0,7.0,28.0,1.0,4.0,13.333333333333334,30.0,25.0,4.0,13.333333333333334
Denmark,RUSSIAN FEDERATION,MOSCOW,1.0,1.0,0.0,9073.0,8898.0,4304.0,48.4,19.0,106.0,1.1683015540615012,9074.0,8918.0,106.0,1.1681728014106239
Denmark,SAUDI ARABIA,RIYADH,0.0,0.0,0.0,1384.0,1157.0,687.0,59.4,1.0,140.0,10.115606936416185,1384.0,1158.0,140.0,10.115606936416185
Denmark,SERBIA,BELGRADE,0.0,0.0,0.0,23.0,21.0,15.0,71.4,-1.0,3.0,13.043478260869565,23.0,21.0,3.0,13.043478260869565
Denmark,SINGAPORE,SINGAPORE,0.0,0.0,0.0,3472.0,3416.0,2849.0,83.4,40.0,16.0,0.4608294930875576,3472.0,3416.0,16.0,0.4608294930875576
Denmark,SOUTH AFRICA,PRETORIA,0.0,0.0,0.0,3579.0,3528.0,2532.0,71.8,3.0,33.0,0.9220452640402346,3579.0,3531.0,33.0,0.9220452640402346
Denmark,SPAIN,MADRID,0.0,0.0,0.0,13.0,6.0,1.0,16.7,6.0,1.0,7.6923076923076925,13.0,6.0,1.0,7.6923076923076925
Denmark,SWEDEN,STOCKHOLM,1.0,1.0,0.0,27.0,22.0,19.0,86.4,3.0,3.0,11.11111111111111,28.0,26.0,3.0,10.714285714285714
Denmark,TAIWAN,TAIPEI,0.0,0.0,0.0,44.0,42.0,19.0,45.2,2.0,0.0,0.0,44.0,42.0,2.0,4.545454545454546
Denmark,THAILAND,BANGKOK,0.0,0.0,0.0,12831.0,12011.0,4574.0,38.1,2.0,886.0,6.90515158600265,12831.0,12013.0,886.0,6.90515158600265
Denmark,TURKEY,ANKARA,2.0,2.0,0.0,3817.0,3096.0,1887.0,60.9,4.0,613.0,16.05973277443018,3819.0,3102.0,613.0,16.05132233568997
Denmark,TURKEY,ISTANBUL,2.0,2.0,0.0,4059.0,3879.0,3350.0,86.4,6.0,183.0,4.508499630450849,4061.0,3887.0,183.0,4.506279241566117
Denmark,UKRAINE,KYIV,0.0,0.0,0.0,477.0,464.0,282.0,60.8,2.0,14.0,2.9350104821802936,477.0,466.0,14.0,2.9350104821802936
Denmark,UNITED ARAB EMIRATES,DUBAI,0.0,0.0,0.0,3226.0,2990.0,2314.0,77.4,5.0,214.0,6.6336019838809674,3226.0,2995.0,214.0,6.6336019838809674
Denmark,UNITED KINGDOM,LONDON,1.0,1.0,0.0,6899.0,6794.0,5532.0,81.4,3.0,25.0,0.36237135816785043,6900.0,6798.0,25.0,0.36231884057971014
Denmark,USA,"NEW YORK, NY",0.0,0.0,0.0,5346.0,5023.0,1585.0,31.6,3.0,17.0,0.3179947624392069,5346.0,5026.0,17.0,0.3179947624392069
Denmark,VIETNAM,HANOI,0.0,0.0,0.0,2495.0,2061.0,292.0,14.2,3.0,420.0,16.83366733466934,2495.0,2064.0,420.0,16.83366733466934
Estonia,AUSTRALIA,CANBERRA,0.0,0.0,0.0,39.0,38.0,16.0,42.1,0.0,1.0,2.564102564102564,39.0,38.0,1.0,2.564102564102564
Estonia,BELARUS,MINSK,0.0,0.0,0.0,12475.0,12387.0,8513.0,68.7,9.0,79.0,0.6332665330661322,12475.0,12396.0,79.0,0.6332665330661322
Estonia,CANADA,OTTAWA,0.0,0.0,0.0,56.0,56.0,32.0,57.1,0.0,0.0,0.0,56.0,56.0,0.0,0.0
Estonia,CHINA,BEIJING,0.0,0.0,0.0,2369.0,2305.0,507.0,22.0,0.0,64.0,2.7015618404390036,2369.0,2305.0,64.0,2.7015618404390036
Estonia,EGYPT,CAIRO,0.0,0.0,0.0,279.0,198.0,68.0,34.3,7.0,74.0,26.523297491039425,279.0,205.0,74.0,26.523297491039425
Estonia,FRANCE,PARIS,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
Estonia,GEORGIA,TBILISSI,0.0,0.0,0.0,88.0,35.0,23.0,65.7,0.0,53.0,60.22727272727273,88.0,35.0,53.0,60.22727272727273
Estonia,INDIA,NEW DELHI,0.0,0.0,0.0,2425.0,1524.0,984.0,64.6,3.0,898.0,37.03092783505155,2425.0,1527.0,898.0,37.03092783505155
Estonia,IRELAND,DUBLIN,0.0,0.0,0.0,49.0,49.0,24.0,49.0,0.0,0.0,0.0,49.0,49.0,0.0,0.0
Estonia,ISRAEL,TEL AVIV,0.0,0.0,0.0,15.0,12.0,6.0,50.0,3.0,0.0,0.0,15.0,15.0,0.0,0.0
Estonia,JAPAN,TOKYO,0.0,0.0,0.0,46.0,45.0,16.0,35.6,0.0,1.0,2.1739130434782608,46.0,45.0,1.0,2.1739130434782608
Estonia,KAZAKHSTAN,ASTANA,0.0,0.0,0.0,1869.0,1788.0,1083.0,60.6,2.0,79.0,4.226859283039058,1869.0,1790.0,79.0,4.226859283039058
Estonia,RUSSIAN FEDERATION,MOSCOW,0.0,0.0,0.0,40256.0,39926.0,36259.0,90.8,14.0,316.0,0.7849761526232114,40256.0,39940.0,316.0,0.7849761526232114
Estonia,RUSSIAN FEDERATION,PSKOV,0.0,0.0,0.0,12619.0,12554.0,12491.0,99.5,0.0,65.0,0.5150962833822015,12619.0,12554.0,65.0,0.5150962833822015
Estonia,RUSSIAN FEDERATION,ST. PETERSBURG,0.0,0.0,0.0,52800.0,52572.0,51403.0,97.8,1.0,227.0,0.42992424242424243,52800.0,52573.0,227.0,0.42992424242424243
Estonia,TURKEY,ANKARA,0.0,0.0,0.0,1112.0,994.0,637.0,64.1,6.0,112.0,10.071942446043165,1112.0,1000.0,112.0,10.071942446043165
Estonia,UKRAINE,KYIV,0.0,0.0,0.0,626.0,561.0,448.0,79.9,0.0,65.0,10.383386581469649,626.0,561.0,65.0,10.383386581469649
Estonia,UNITED KINGDOM,LONDON,0.0,0.0,0.0,239.0,232.0,192.0,82.8,1.0,6.0,2.510460251046025,239.0,233.0,6.0,2.510460251046025
Estonia,USA,"NEW YORK, NY",0.0,0.0,0.0,197.0,187.0,66.0,35.3,2.0,8.0,4.060913705583756,197.0,189.0,8.0,4.060913705583756
Finland,ALGERIA,ALGIERS,0.0,0.0,0.0,1307.0,456.0,171.0,37.5,3.0,848.0,64.8814078041316,1307.0,456.0,848.0,64.8814078041316
Finland,ARGENTINA,BUENOS AIRES,0.0,0.0,0.0,16.0,16.0,5.0,31.3,0.0,0.0,0.0,16.0,16.0,0.0,0.0
