sch_state,consulate_country,consulate_city,applications,uniform_visas_issued,mevs_issued,mevs_share,rejected,rejection_rate,decisions
France,VANUATU,PORT VILA,163.0,150.0,38,25.30%,0.0,0.0,150.0
France,VENEZUELA,CARACAS,103.0,93.0,26,28.00%,10.0,0.0970873786407767,103.0
France,VIETNAM,HANOI,35050.0,32198.0,4402,13.70%,2814.0,0.08037244373357706,35012.0
France,VIETNAM,HO CHI MINH,34040.0,30875.0,2180,7.10%,2651.0,0.07907295830102011,33526.0
France,ZIMBABWE,HARARE,2826.0,2646.0,553,20.90%,132.0,0.047516198704103674,2778.0
Germany,ALBANIA,TIRANA,126.0,107.0,98,91.60%,19.0,0.15079365079365079,126.0
Germany,ALGERIA,ALGIERS,5277.0,4077.0,1219,29.90%,1200.0,0.2274019329164298,5277.0
Germany,ANGOLA,LUANDA,2112.0,1275.0,346,27.10%,837.0,0.3963068181818182,2112.0
Germany,ARGENTINA,BUENOS AIRES,58.0,56.0,56,100.00%,2.0,0.034482758620689655,58.0
Germany,ARMENIA,YEREVAN,15734.0,14366.0,5877,40.90%,1368.0,0.08694546841235541,15734.0
Germany,AUSTRALIA,SYDNEY,54.0,31.0,30,96.80%,23.0,0.42592592592592593,54.0
Germany,AUSTRIA,VIENNA,17.0,17.0,16,94.10%,0.0,0.0,17.0
Germany,AZERBAIJAN,BAKU,13223.0,11377.0,6534,57.40%,1846.0,0.13960523330560387,13223.0
Germany,BAHRAIN,MANAMA,8957.0,8759.0,8539,97.50%,198.0,0.022105615719548957,8957.0
Germany,BANGLADESH,DHAKA,5837.0,4765.0,4700,98.60%,1072.0,0.18365598766489635,5837.0
Germany,BELARUS,MINSK,35021.0,34694.0,20738,59.80%,327.0,0.009337254789983153,35021.0
Germany,BELGIUM,BRUSSELS,0.0,0.0,0,0,0.0,,0.0
Germany,BENIN,COTONOU,693.0,503.0,105,20.90%,190.0,0.2741702741702742,693.0
Germany,BOLIVIA,LA PAZ,1931.0,1871.0,1854,99.10%,60.0,0.031071983428275506,1931.0
Germany,BOSNIA AND HERZEGOVINA,SARAJEVO,240.0,212.0,194,91.50%,28.0,0.11666666666666667,240.0
Germany,BOTSWANA,GABORONE,1654.0,1646.0,1628,98.90%,8.0,0.0048367593712212815,1654.0
Germany,BRAZIL,PORTO ALEGRE,18.0,17.0,13,76.50%,1.0,0.05555555555555555,18.0
Germany,BRAZIL,RECIFE,16.0,13.0,13,100.00%,3.0,0.1875,16.0
Germany,BRAZIL,RIO DE JANEIRO,56.0,45.0,44,97.80%,11.0,0.19642857142857142,56.0
Germany,BRAZIL,SAO PAULO,149.0,115.0,112,97.40%,34.0,0.22818791946308725,149.0
Germany,BULGARIA,SOFIA,848.0,834.0,734,88.00%,14.0,0.01650943396226415,848.0
Germany,BURKINA FASO,OUAGADOUGOU,1293.0,1087.0,1086,99.90%,206.0,0.15931941221964424,1293.0
Germany,CAMBODIA,PHNOM PENH,3526.0,3104.0,919,29.60%,422.0,0.11968235961429381,3526.0
Germany,CAMEROON,YAONDE,4848.0,3493.0,606,17.30%,1355.0,0.279496699669967,4848.0
Germany,CANADA,TORONTO,2396.0,2305.0,2281,99.00%,91.0,0.037979966611018365,2396.0
Germany,CHILE,SANTIAGO DE CHILE,114.0,114.0,79,69.30%,0.0,0.0,114.0
Germany,CHINA,BEIJING,140204.0,130643.0,121532,93.00%,9561.0,0.06819348948674789,140204.0
Germany,CHINA,CHENGDU,20500.0,19975.0,19973,100.00%,525.0,0.025609756097560974,20500.0
Germany,CHINA,GUANGZHOU (CANTON),84036.0,80654.0,66763,82.80%,3382.0,0.040244657051739734,84036.0
Germany,CHINA,SHANGHAI,172566.0,168020.0,156852,93.40%,4546.0,0.02634354391942793,172566.0
Germany,CHINA,SHENYANG,20114.0,19352.0,19343,100.00%,762.0,0.03788406085313712,20114.0
Germany,COLOMBIA,BOGOTA,99.0,92.0,92,100.00%,7.0,0.0707070707070707,99.0
Germany,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,210.0,192.0,171,89.10%,18.0,0.08571428571428572,210.0
Germany,COSTA RICA,SAN JOSE,30.0,29.0,27,93.10%,1.0,0.03333333333333333,30.0
Germany,COTE D'IVOIRE,ABIDJAN ,2473.0,1627.0,1121,68.90%,846.0,0.34209462191670037,2473.0
Germany,CROATIA,ZAGREB,240.0,230.0,229,99.60%,10.0,0.041666666666666664,240.0
Germany,CUBA,HAVANA,4752.0,3833.0,3820,99.70%,919.0,0.1933922558922559,4752.0
Germany,CYPRUS,NICOSIA,1410.0,1278.0,782,61.20%,132.0,0.09361702127659574,1410.0
Germany,CZECH REPUBLIC,PRAGUE,1.0,1.0,1,100.00%,0.0,0.0,1.0
Germany,DENMARK,COPENHAGEN,1.0,1.0,1,100.00%,0.0,0.0,1.0
Germany,DOMINICAN REPUBLIC,SANTO DOMINGO,3408.0,2584.0,1383,53.50%,824.0,0.24178403755868544,3408.0
Germany,ECUADOR,QUITO,5249.0,4659.0,4540,97.40%,590.0,0.11240236235473423,5249.0
Germany,EGYPT,CAIRO,38220.0,32848.0,26496,80.70%,5372.0,0.14055468341182628,38220.0
Germany,EL SALVADOR,SAN SALVADOR,5.0,5.0,5,100.00%,0.0,0.0,5.0
Germany,ETHIOPIA,ADDIS ABEBA,4245.0,3155.0,642,20.30%,1090.0,0.25677267373380447,4245.0
Germany,FINLAND,HELSINKI,3.0,3.0,3,100.00%,0.0,0.0,3.0
Germany,FRANCE,PARIS,2.0,2.0,2,100.00%,0.0,0.0,2.0
Germany,GEORGIA,TBILISSI,319.0,206.0,66,32.00%,113.0,0.3542319749216301,319.0
Germany,GHANA,ACCRA,6396.0,4374.0,1022,23.40%,2022.0,0.31613508442776733,6396.0
Germany,GREECE,ATHENS,7.0,7.0,7,100.00%,0.0,0.0,7.0
Germany,GUATEMALA,GUATEMALA CITY,96.0,96.0,96,100.00%,0.0,0.0,96.0
Germany,GUINEA,CONAKRY,3084.0,1468.0,502,34.20%,1616.0,0.5239948119325551,3084.0
Germany,HONDURAS,TEGUCIGALPA,14.0,14.0,14,100.00%,0.0,0.0,14.0
Germany,HONG KONG S.A.R.,HONG KONG,2077.0,2059.0,2030,98.60%,18.0,0.008666345690900338,2077.0
Germany,INDIA,BANGALORE,33652.0,31277.0,25611,81.90%,2375.0,0.07057530013075003,33652.0
Germany,INDIA,CHENNAI,22080.0,20397.0,16558,81.20%,1683.0,0.07622282608695652,22080.0
Germany,INDIA,KOLKATA,7497.0,7065.0,7064,100.00%,432.0,0.057623049219687875,7497.0
Germany,INDIA,MUMBAI,57895.0,54082.0,42711,79.00%,3813.0,0.06586060972450125,57895.0
Germany,INDIA,NEW DELHI,45643.0,40107.0,39190,97.70%,5536.0,0.1212891352452731,45643.0
Germany,INDONESIA,JAKARTA,27761.0,27382.0,27323,99.80%,379.0,0.01365224595655776,27761.0
Germany,IRAN,TEHERAN,53438.0,42453.0,22587,53.20%,10985.0,0.20556532804371422,53438.0
Germany,IRAQ,BAGHDAD,4647.0,3685.0,2062,56.00%,962.0,0.2070152786744136,4647.0
Germany,IRAQ,ERBIL,25632.0,11532.0,8479,73.50%,14100.0,0.5500936329588015,25632.0
Germany,IRELAND,DUBLIN,1085.0,1042.0,729,70.00%,43.0,0.03963133640552995,1085.0
Germany,ISRAEL,TEL AVIV,1258.0,1251.0,982,78.50%,7.0,0.005564387917329093,1258.0
Germany,ITALY,ROME,29.0,29.0,29,100.00%,0.0,0.0,29.0
Germany,JAMAICA,KINGSTON,1341.0,1201.0,1189,99.00%,140.0,0.10439970171513796,1341.0
Germany,JAPAN,OSAKA,826.0,811.0,507,62.50%,15.0,0.018159806295399514,826.0
Germany,JAPAN,TOKYO,1814.0,1814.0,1810,99.80%,0.0,0.0,1814.0
Germany,JORDAN,AMMAN,9318.0,8357.0,4324,51.70%,961.0,0.10313371968233527,9318.0
Germany,KAZAKHSTAN,ALMATY,19197.0,17671.0,8682,49.10%,1526.0,0.07949158722717091,19197.0
Germany,KAZAKHSTAN,ASTANA,21620.0,20909.0,5765,27.60%,711.0,0.03288621646623497,21620.0
Germany,KENYA,NAIROBI,6126.0,5136.0,1457,28.40%,990.0,0.1616062683643487,6126.0
Germany,KOSOVO,PRISTINA,7471.0,40.0,39,97.50%,7431.0,0.9946459643956632,7471.0
Germany,KUWAIT,KUWAIT,48478.0,46999.0,46997,100.00%,1479.0,0.030508684351664674,48478.0
Germany,KYRGYZSTAN,BISHKEK,11062.0,10295.0,1527,14.80%,767.0,0.0693364671849575,11062.0
Germany,LAOS,VIENTIANE,1861.0,1797.0,954,53.10%,64.0,0.03439011284255777,1861.0
Germany,LATVIA,RIGA,3.0,3.0,3,100.00%,0.0,0.0,3.0
Germany,LEBANON,BEIRUT,10782.0,7370.0,7193,97.60%,3412.0,0.31645334817288073,10782.0
Germany,LITHUANIA,VILNIUS,30.0,30.0,30,100.00%,0.0,0.0,30.0
Germany,MALAYSIA,KUALA LUMPUR,827.0,738.0,728,98.60%,89.0,0.10761789600967352,827.0
Germany,MALI,BAMAKO,950.0,602.0,343,57.00%,348.0,0.3663157894736842,950.0
Germany,MALTA,VALETTA,1.0,1.0,0,0,0.0,0.0,1.0
Germany,MAURITANIA,NOUAKCHOTT,1247.0,907.0,807,89.00%,340.0,0.272654370489174,1247.0
Germany,MEXICO,MEXICO CITY,181.0,180.0,167,92.80%,1.0,0.0055248618784530384,181.0
Germany,MOLDOVA,CHISINAU,164.0,152.0,142,93.40%,12.0,0.07317073170731707,164.0
Germany,MONGOLIA,ULAN BATOR,10971.0,9591.0,2760,28.80%,1380.0,0.12578616352201258,10971.0
Germany,MONTENEGRO,PODGORICA,223.0,218.0,213,97.70%,5.0,0.02242152466367713,223.0
Germany,MOROCCO,RABAT,18437.0,12771.0,9631,75.40%,5666.0,0.3073168085914194,18437.0
Germany,MOZAMBIQUE,MAPUTO,1155.0,1057.0,363,34.30%,98.0,0.08484848484848485,1155.0
Germany,MYANMAR,YANGON,3968.0,3816.0,3715,97.40%,152.0,0.038306451612903226,3968.0
Germany,NAMIBIA,WINDHOEK,3998.0,3950.0,2082,52.70%,48.0,0.01200600300150075,3998.0
Germany,NEPAL,KATHMANDU,5086.0,4026.0,3994,99.20%,1060.0,0.20841525756979945,5086.0
Germany,NETHERLANDS,AMSTERDAM,11.0,11.0,11,100.00%,0.0,0.0,11.0
Germany,NEW ZEALAND,WELLINGTON,543.0,541.0,534,98.70%,2.0,0.003683241252302026,543.0
Germany,NICARAGUA,MANAGUA,7.0,7.0,7,100.00%,0.0,0.0,7.0
Germany,NIGERIA,ABUJA,1189.0,1147.0,598,52.10%,42.0,0.03532380151387721,1189.0
Germany,NIGERIA,LAGOS,9460.0,4404.0,2191,49.80%,5056.0,0.53446088794926,9460.0
Germany,NORTH KOREA,PYONGYANG,65.0,52.0,17,32.70%,13.0,0.2,65.0
Germany,NORTH MACEDONIA,SKOPJE,76.0,69.0,69,100.00%,7.0,0.09210526315789473,76.0
Germany,OMAN,MUSCAT,10461.0,9991.0,9797,98.10%,470.0,0.0449287830991301,10461.0
Germany,PAKISTAN,ISLAMABAD,9188.0,6784.0,3803,56.10%,2404.0,0.261645624727906,9188.0
Germany,PAKISTAN,KARACHI,10432.0,8618.0,8609,99.90%,1814.0,0.17388803680981596,10432.0
Germany,PALESTINIAN AUTHORITY,RAMALLAH,4130.0,3537.0,3513,99.30%,593.0,0.14358353510895883,4130.0
Germany,PANAMA,PANAMA CITY,68.0,58.0,50,86.20%,10.0,0.14705882352941177,68.0
Germany,PARAGUAY,ASUNCION,15.0,15.0,15,100.00%,0.0,0.0,15.0
Germany,PERU,LIMA,41.0,40.0,40,100.00%,1.0,0.024390243902439025,41.0
Germany,PHILIPPINES,MANILA,18822.0,16883.0,16632,98.50%,1939.0,0.10301774519179684,18822.0
Germany,POLAND,WARSAW,20.0,20.0,17,85.00%,0.0,0.0,20.0
Germany,PORTUGAL,LISBON,5.0,5.0,5,100.00%,0.0,0.0,5.0
Germany,QATAR,DOHA,18753.0,17503.0,15890,90.80%,1250.0,0.06665600170639364,18753.0
Germany,ROMANIA,BUCHAREST,645.0,622.0,408,65.60%,23.0,0.03565891472868217,645.0
Germany,RUSSIAN FEDERATION,KALININGRAD,22862.0,22474.0,19862,88.40%,388.0,0.016971393578864492,22862.0
Germany,RUSSIAN FEDERATION,MOSCOW,199531.0,193097.0,192965,99.90%,6434.0,0.03224561596944835,199531.0
Germany,RUSSIAN FEDERATION,NOVOSIBIRSK,34610.0,33254.0,13219,39.80%,1356.0,0.039179427911008376,34610.0
Germany,RUSSIAN FEDERATION,ST. PETERSBURG,19132.0,18956.0,15504,81.80%,176.0,0.009199247334309012,19132.0
Germany,RUSSIAN FEDERATION,YEKATERINBURG,25985.0,24981.0,12074,48.30%,1004.0,0.03863767558206658,25985.0
Germany,RWANDA,KIGALI,97.0,88.0,87,98.90%,9.0,0.09278350515463918,97.0
Germany,SAUDI ARABIA,JEDDAH,16105.0,16046.0,16042,100.00%,59.0,0.003663458553244334,16105.0
Germany,SAUDI ARABIA,RIYADH,47176.0,41809.0,38310,91.60%,5367.0,0.11376547396981516,47176.0
Germany,SENEGAL,DAKAR,2939.0,1863.0,893,47.90%,1076.0,0.3661109220823409,2939.0
Germany,SERBIA,BELGRADE,1502.0,1452.0,1450,99.90%,50.0,0.033288948069241014,1502.0
Germany,SINGAPORE,SINGAPORE,4585.0,4554.0,4552,100.00%,31.0,0.006761177753544166,4585.0
Germany,SLOVENIA,LJUBLJANA,62.0,49.0,49,100.00%,13.0,0.20967741935483872,62.0
Germany,SOUTH AFRICA,CAPE TOWN,11651.0,11323.0,11307,99.90%,328.0,0.02815208994936057,11651.0
Germany,SOUTH AFRICA,PRETORIA,20500.0,20068.0,20058,100.00%,432.0,0.02107317073170732,20500.0
Germany,SOUTH KOREA,SEOUL,697.0,614.0,595,96.90%,83.0,0.11908177905308465,697.0
Germany,SPAIN,MADRID,15.0,15.0,15,100.00%,0.0,0.0,15.0
Germany,SRI LANKA,COLOMBO,7910.0,6478.0,6310,97.40%,1432.0,0.18103666245259165,7910.0
Germany,SUDAN,KHARTOUM,1921.0,1451.0,645,44.50%,470.0,0.24466423737636647,1921.0
Germany,SWEDEN,STOCKHOLM,3.0,3.0,3,100.00%,0.0,0.0,3.0
Germany,SWITZERLAND,BERN,7.0,7.0,7,100.00%,0.0,0.0,7.0
Germany,TAIWAN,TAIPEI,340.0,317.0,153,48.30%,23.0,0.06764705882352941,340.0
Germany,TAJIKISTAN,DUSHANBE,4651.0,3750.0,1059,28.20%,901.0,0.19372178026230918,4651.0
Germany,TANZANIA,DAR ES SALAAM,2853.0,2591.0,2586,99.80%,262.0,0.09183315807921485,2853.0
Germany,THAILAND,BANGKOK,58358.0,56986.0,56855,99.80%,1372.0,0.023510058603790396,58358.0
Germany,TOGO,LOME,1246.0,861.0,240,27.90%,385.0,0.3089887640449438,1246.0
Germany,TRINIDAD AND TOBAGO,PORT OF SPAIN,115.0,111.0,102,91.90%,4.0,0.034782608695652174,115.0
Germany,TUNISIA,TUNIS,20543.0,17122.0,12252,71.60%,3421.0,0.16652874458453001,20543.0
Germany,TURKEY,ANKARA,72248.0,60439.0,57674,95.40%,11809.0,0.1634508913741557,72248.0
Germany,TURKEY,ISTANBUL,125625.0,111821.0,111065,99.30%,13804.0,0.10988258706467662,125625.0
Germany,TURKEY,IZMIR,39327.0,36494.0,31246,85.60%,2833.0,0.07203702291046864,39327.0
Germany,TURKMENISTAN,ASHGABAT,4353.0,4226.0,1686,39.90%,127.0,0.029175281415116012,4353.0
Germany,UGANDA,KAMPALA,3916.0,3299.0,632,19.20%,617.0,0.15755873340143003,3916.0
Germany,UKRAINE,KYIV,5392.0,5085.0,3133,61.60%,307.0,0.05693620178041543,5392.0
Germany,UNITED ARAB EMIRATES,DUBAI,29027.0,23658.0,23359,98.70%,5369.0,0.18496572156957317,29027.0
Germany,UNITED KINGDOM,EDINBURGH,2487.0,2458.0,2431,98.90%,29.0,0.01166063530357861,2487.0
Germany,UNITED KINGDOM,LONDON,23362.0,23170.0,22307,96.30%,192.0,0.00821847444568102,23362.0
Germany,URUGUAY,MONTEVIDEO,9.0,7.0,7,100.00%,2.0,0.2222222222222222,9.0
Germany,USA,"ATLANTA, GA",1083.0,1063.0,716,67.40%,20.0,0.018467220683287166,1083.0
Germany,USA,"BOSTON, MA",1786.0,1784.0,1220,68.40%,2.0,0.0011198208286674132,1786.0
Germany,USA,"CHICAGO, IL",2866.0,2794.0,1395,49.90%,72.0,0.02512212142358688,2866.0
Germany,USA,"HOUSTON, TX",1711.0,1638.0,582,35.50%,73.0,0.04266510812390415,1711.0
Germany,USA,"LOS ANGELES, CA",1902.0,1880.0,1493,79.40%,22.0,0.011566771819137749,1902.0
Germany,USA,"MIAMI, FL",539.0,530.0,226,42.60%,9.0,0.016697588126159554,539.0
Germany,USA,"NEW YORK, NY",3627.0,3558.0,3540,99.50%,69.0,0.01902398676592225,3627.0
Germany,USA,"SAN FRANCISCO, CA",3344.0,3316.0,3283,99.00%,28.0,0.008373205741626795,3344.0
Germany,USA,"WASHINGTON, DC",1298.0,1252.0,257,20.50%,46.0,0.03543913713405239,1298.0
Germany,UZBEKISTAN,TASHKENT,10276.0,9007.0,2805,31.10%,1269.0,0.123491630984819,10276.0
Germany,VENEZUELA,CARACAS,43.0,36.0,35,97.20%,7.0,0.16279069767441862,43.0
Germany,VIETNAM,HANOI,10080.0,8517.0,4174,49.00%,1563.0,0.1550595238095238,10080.0
Germany,VIETNAM,HO CHI MINH,7935.0,7124.0,7114,99.90%,811.0,0.10220541902961562,7935.0
Germany,ZAMBIA,LUSAKA,1012.0,901.0,111,12.30%,111.0,0.10968379446640317,1012.0
Germany,ZIMBABWE,HARARE,1186.0,1057.0,1057,100.00%,129.0,0.1087689713322091,1186.0
Greece,ALBANIA,GJIROKASTER,2.0,2.0,0,0,0.0,0.0,2.0
Greece,ALBANIA,KORCE,9.0,8.0,15,187.50%,1.0,0.1111111111111111,9.0
Greece,ALBANIA,TIRANA,241.0,201.0,123,61.20%,40.0,0.16597510373443983,241.0
Greece,ALGERIA,ALGIERS,2692.0,1018.0,161,15.80%,1674.0,0.6218424962852898,2692.0
Greece,ARGENTINA,BUENOS AIRES,20.0,18.0,9,50.00%,2.0,0.1,20.0
Greece,ARMENIA,YEREVAN,13528.0,11978.0,2882,24.10%,1550.0,0.11457717327025428,13528.0
Greece,AUSTRALIA,ADELAIDE,188.0,187.0,18,9.60%,1.0,0.005319148936170213,188.0
Greece,AUSTRALIA,CANBERRA,50.0,48.0,39,81.30%,2.0,0.04,50.0
Greece,AUSTRALIA,MELBOURNE,858.0,858.0,73,8.50%,0.0,0.0,858.0
Greece,AUSTRALIA,PERTH,351.0,351.0,75,21.40%,0.0,0.0,351.0
Greece,AUSTRALIA,SYDNEY,527.0,523.0,325,62.10%,4.0,0.007590132827324478,527.0
Greece,AZERBAIJAN,BAKU,969.0,753.0,184,24.40%,216.0,0.22291021671826625,969.0
Greece,BELGIUM,BRUSSELS,3.0,3.0,3,100.00%,0.0,0.0,3.0
Greece,BOSNIA AND HERZEGOVINA,SARAJEVO,52.0,36.0,9,25.00%,16.0,0.3076923076923077,52.0
Greece,BRAZIL,BRASILIA,7.0,7.0,6,85.70%,0.0,0.0,7.0
Greece,BRAZIL,SAO PAULO,16.0,13.0,10,76.90%,3.0,0.1875,16.0
Greece,BULGARIA,SOFIA,1077.0,1045.0,907,86.80%,32.0,0.029712163416898793,1077.0
Greece,CANADA,MONTREAL,240.0,226.0,187,82.70%,14.0,0.058333333333333334,240.0
Greece,CANADA,OTTAWA,62.0,62.0,42,67.70%,0.0,0.0,62.0
Greece,CANADA,TORONTO,627.0,603.0,263,43.60%,24.0,0.03827751196172249,627.0
Greece,CANADA,VANCOUVER,163.0,160.0,30,18.80%,3.0,0.018404907975460124,163.0
Greece,CHILE,SANTIAGO DE CHILE,20.0,20.0,10,50.00%,0.0,0.0,20.0
Greece,CHINA,BEIJING,38040.0,34947.0,1564,4.50%,3093.0,0.08130914826498423,38040.0
Greece,CHINA,GUANGZHOU (CANTON),20094.0,19316.0,2254,11.70%,778.0,0.03871802528117846,20094.0
Greece,CHINA,SHANGHAI,42719.0,41996.0,3935,9.40%,723.0,0.016924553477375405,42719.0
Greece,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,745.0,311.0,87,28.00%,434.0,0.5825503355704698,745.0
Greece,CROATIA,ZAGREB,13.0,13.0,14,107.70%,0.0,0.0,13.0
Greece,CUBA,HAVANA,257.0,242.0,133,55.00%,15.0,0.058365758754863814,257.0
Greece,CYPRUS,NICOSIA,1280.0,1078.0,484,44.90%,202.0,0.1578125,1280.0
Greece,EGYPT,ALEXANDRIA,3210.0,2873.0,1633,56.80%,337.0,0.10498442367601246,3210.0
Greece,EGYPT,CAIRO,6500.0,5443.0,1502,27.60%,1057.0,0.1626153846153846,6500.0
Greece,ETHIOPIA,ADDIS ABEBA,356.0,230.0,50,21.70%,126.0,0.3539325842696629,356.0
Greece,FRANCE,PARIS,7.0,7.0,3,42.90%,0.0,0.0,7.0
Greece,GEORGIA,TBILISSI,66.0,41.0,17,41.50%,25.0,0.3787878787878788,66.0
Greece,GERMANY,STUTTGART,2.0,2.0,0,0,0.0,0.0,2.0
Greece,HONG KONG S.A.R.,HONG KONG,616.0,615.0,606,98.50%,1.0,0.0016233766233766235,616.0
Greece,INDIA,NEW DELHI,45329.0,40112.0,40107,100.00%,5217.0,0.11509188378300866,45329.0
Greece,INDONESIA,JAKARTA,4234.0,4211.0,2761,65.60%,23.0,0.00543221539914974,4234.0
Greece,IRAN,TEHERAN,8112.0,4032.0,501,12.40%,4080.0,0.5029585798816568,8112.0
Greece,IRAQ,BAGHDAD,1386.0,923.0,286,31.00%,463.0,0.33405483405483405,1386.0
Greece,IRELAND,DUBLIN,434.0,432.0,55,12.70%,2.0,0.004608294930875576,434.0
Greece,ISRAEL,JERUSALEM,1961.0,1752.0,555,31.70%,209.0,0.10657827638959715,1961.0
Greece,ISRAEL,TEL AVIV,425.0,422.0,30,7.10%,3.0,0.007058823529411765,425.0
Greece,ITALY,ROME,50.0,44.0,13,29.50%,6.0,0.12,50.0
Greece,JAPAN,TOKYO,408.0,398.0,171,43.00%,10.0,0.024509803921568627,408.0
Greece,JORDAN,AMMAN,4618.0,3434.0,1734,50.50%,1184.0,0.256388046773495,4618.0
Greece,KAZAKHSTAN,ASTANA,6361.0,6242.0,1577,25.30%,119.0,0.01870775035371797,6361.0
Greece,KENYA,NAIROBI,1933.0,1615.0,509,31.50%,318.0,0.1645111226073461,1933.0
Greece,KOSOVO,PRISTINA,883.0,314.0,4649,1480.60%,569.0,0.6443941109852774,883.0
Greece,KUWAIT,KUWAIT,4146.0,2646.0,2425,91.60%,1500.0,0.361794500723589,4146.0
Greece,LEBANON,BEIRUT,17748.0,16349.0,15308,93.60%,1399.0,0.07882578318683796,17748.0
Greece,MEXICO,MEXICO CITY,18.0,17.0,9,52.90%,1.0,0.05555555555555555,18.0
Greece,MONTENEGRO,PODGORICA,89.0,86.0,76,88.40%,3.0,0.033707865168539325,89.0
Greece,MOROCCO,CASABLANCA,159.0,124.0,23,18.50%,35.0,0.22012578616352202,159.0
Greece,MOROCCO,RABAT,448.0,347.0,69,19.90%,101.0,0.22544642857142858,448.0
Greece,NIGERIA,ABUJA,524.0,235.0,92,39.10%,289.0,0.5515267175572519,524.0
Greece,NORTH MACEDONIA,BITOLA,44.0,37.0,20,54.10%,7.0,0.1590909090909091,44.0
Greece,NORTH MACEDONIA,SKOPJE,632.0,597.0,488,81.70%,35.0,0.055379746835443035,632.0
Greece,PAKISTAN,ISLAMABAD,716.0,405.0,70,17.30%,311.0,0.43435754189944137,716.0
Greece,PERU,LIMA,3.0,3.0,1,33.30%,0.0,0.0,3.0
Greece,PHILIPPINES,MANILA,4446.0,4149.0,1873,45.10%,297.0,0.06680161943319839,4446.0
Greece,POLAND,WARSAW,2.0,2.0,0,0,0.0,0.0,2.0
Greece,QATAR,DOHA,2434.0,2185.0,1098,50.30%,249.0,0.10230073952341824,2434.0
Greece,ROMANIA,BUCHAREST,431.0,413.0,247,59.80%,18.0,0.04176334106728538,431.0
Greece,RUSSIAN FEDERATION,MOSCOW,350534.0,346332.0,311390,89.90%,4202.0,0.01198742490029498,350534.0
Greece,RUSSIAN FEDERATION,NOVOROSSIISK,24512.0,23967.0,11980,50.00%,545.0,0.02223400783289817,24512.0
Greece,RUSSIAN FEDERATION,ST. PETERSBURG,32204.0,32136.0,29740,92.50%,68.0,0.0021115389392622036,32204.0
Greece,SAUDI ARABIA,JEDDAH,4708.0,4105.0,3631,88.50%,603.0,0.12807986406117247,4708.0
Greece,SAUDI ARABIA,RIYADH,6017.0,5463.0,4578,83.80%,554.0,0.09207246135948147,6017.0
Greece,SERBIA,BELGRADE,210.0,210.0,212,101.00%,0.0,0.0,210.0
Greece,SINGAPORE,SINGAPORE,62.0,61.0,31,50.80%,1.0,0.016129032258064516,62.0
Greece,SOUTH AFRICA,CAPE TOWN,5144.0,4974.0,4959,99.70%,170.0,0.03304821150855365,5144.0
Greece,SOUTH AFRICA,JOHANNESBURG,7560.0,7260.0,3609,49.70%,300.0,0.03968253968253968,7560.0
Greece,SOUTH KOREA,SEOUL,89.0,82.0,11,13.40%,7.0,0.07865168539325842,89.0
Greece,SPAIN,MADRID,2.0,2.0,1,50.00%,0.0,0.0,2.0
Greece,SWEDEN,STOCKHOLM,5.0,5.0,4,80.00%,0.0,0.0,5.0
Greece,THAILAND,BANGKOK,3685.0,3646.0,293,8.00%,39.0,0.010583446404341926,3685.0
Greece,TUNISIA,TUNIS,1669.0,1343.0,462,34.40%,326.0,0.19532654284002396,1669.0
Greece,TURKEY,ANKARA,6150.0,4505.0,2116,47.00%,1645.0,0.26747967479674795,6150.0
Greece,TURKEY,EDIRNE,19740.0,19443.0,19370,99.60%,297.0,0.015045592705167173,19740.0
Greece,TURKEY,ISTANBUL,83362.0,80222.0,66719,83.20%,3140.0,0.03766704253736715,83362.0
Greece,TURKEY,IZMIR,34034.0,32950.0,30456,92.40%,1084.0,0.03185050243873773,34034.0
Greece,UKRAINE,KYIV,1713.0,1641.0,870,53.00%,72.0,0.04203152364273205,1713.0
Greece,UKRAINE,MARIUPOL,251.0,234.0,91,38.90%,17.0,0.06772908366533864,251.0
Greece,UKRAINE,ODESA,739.0,704.0,237,33.70%,35.0,0.04736129905277402,739.0
Greece,UNITED ARAB EMIRATES,ABU DHABI,6546.0,4736.0,1411,29.80%,1810.0,0.27650473571646805,6546.0
Greece,UNITED KINGDOM,LONDON,6251.0,6191.0,3786,61.20%,60.0,0.009598464245720684,6251.0
Greece,URUGUAY,MONTEVIDEO,2.0,2.0,0,0,0.0,0.0,2.0
Greece,USA,"ATLANTA, GA",175.0,162.0,37,22.80%,13.0,0.07428571428571429,175.0
Greece,USA,"BOSTON, MA",648.0,648.0,613,94.60%,0.0,0.0,648.0
Greece,USA,"CHICAGO, IL",601.0,596.0,601,100.80%,5.0,0.008319467554076539,601.0
Greece,USA,"HOUSTON, TX",576.0,571.0,577,101.10%,5.0,0.008680555555555556,576.0
Greece,USA,"LOS ANGELES, CA",655.0,650.0,328,50.50%,5.0,0.007633587786259542,655.0
Greece,USA,"NEW YORK, NY",1921.0,1912.0,1396,73.00%,9.0,0.004685059864653826,1921.0
Greece,USA,"SAN FRANCISCO, CA",553.0,551.0,366,66.40%,2.0,0.003616636528028933,553.0
Greece,USA,"TAMPA, FL",222.0,222.0,125,56.30%,0.0,0.0,222.0
Greece,USA,"WASHINGTON, DC",557.0,553.0,1368,247.40%,4.0,0.00718132854578097,557.0
